2026-09-17 00:16:54 | INFO     | genai_evidence | Collecting Evidence Bundle for TransactionID=2987015...
2026-09-17 00:16:54 | INFO     | genai_evidence | Assembled Evidence Bundle (10 items) for Tx=2987015.
2026-09-17 00:16:54 | INFO     | genai_evidence | Collecting Evidence Bundle for TransactionID=2987015...
2026-09-17 00:16:54 | INFO     | genai_evidence | Assembled Evidence Bundle (10 items) for Tx=2987015.
2026-09-17 00:16:54 | INFO     | genai_evidence | Collecting Evidence Bundle for TransactionID=2987015...
2026-09-17 00:16:55 | INFO     | genai_evidence | Assembled Evidence Bundle (10 items) for Tx=2987015.
2026-09-17 00:16:55 | INFO     | genai_evidence | Collecting Evidence Bundle for TransactionID=2987015...
2026-09-17 00:16:55 | INFO     | genai_evidence | Assembled Evidence Bundle (10 items) for Tx=2987015.
2026-09-17 00:16:55 | INFO     | genai_evidence | Collecting Evidence Bundle for TransactionID=2987015...
2026-09-17 00:16:55 | INFO     | genai_evidence | Assembled Evidence Bundle (10 items) for Tx=2987015.
2026-09-17 00:16:55 | INFO     | genai_evidence | Collecting Evidence Bundle for TransactionID=2987015...
2026-09-17 00:16:55 | INFO     | genai_evidence | Assembled Evidence Bundle (7 items) for Tx=2987015.
2026-09-17 00:16:55 | INFO     | genai_evidence | Collecting Evidence Bundle for TransactionID=2987015...
2026-09-17 00:16:56 | INFO     | genai_evidence | Assembled Evidence Bundle (7 items) for Tx=2987015.
2026-09-17 00:16:56 | INFO     | genai_evidence | Collecting Evidence Bundle for TransactionID=2987015...
2026-09-17 00:16:56 | INFO     | genai_evidence | Assembled Evidence Bundle (7 items) for Tx=2987015.
2026-09-17 00:17:25 | INFO     | genai_evidence | Collecting Evidence Bundle for TransactionID=2987015...
2026-09-17 00:17:25 | INFO     | genai_evidence | Assembled Evidence Bundle (10 items) for Tx=2987015.
2026-09-17 00:17:25 | INFO     | genai_evidence | Collecting Evidence Bundle for TransactionID=2987015...
2026-09-17 00:17:25 | INFO     | genai_evidence | Assembled Evidence Bundle (10 items) for Tx=2987015.
2026-09-17 00:17:25 | INFO     | genai_evidence | Collecting Evidence Bundle for TransactionID=2987015...
2026-09-17 00:17:26 | INFO     | genai_evidence | Assembled Evidence Bundle (10 items) for Tx=2987015.
2026-09-17 00:17:26 | INFO     | genai_evidence | Collecting Evidence Bundle for TransactionID=2987015...
2026-09-17 00:17:26 | INFO     | genai_evidence | Assembled Evidence Bundle (10 items) for Tx=2987015.
2026-09-17 00:17:26 | INFO     | genai_evidence | Collecting Evidence Bundle for TransactionID=2987015...
2026-09-17 00:17:26 | INFO     | genai_evidence | Assembled Evidence Bundle (10 items) for Tx=2987015.
2026-09-17 00:17:26 | INFO     | genai_evidence | Collecting Evidence Bundle for TransactionID=2987015...
2026-09-17 00:17:26 | INFO     | genai_evidence | Assembled Evidence Bundle (7 items) for Tx=2987015.
2026-09-17 00:17:26 | INFO     | genai_evidence | Collecting Evidence Bundle for TransactionID=2987015...
2026-09-17 00:17:27 | INFO     | genai_evidence | Assembled Evidence Bundle (7 items) for Tx=2987015.
2026-09-17 00:17:27 | INFO     | genai_evidence | Collecting Evidence Bundle for TransactionID=2987015...
2026-09-17 00:17:27 | INFO     | genai_evidence | Assembled Evidence Bundle (7 items) for Tx=2987015.
2026-09-17 00:23:51 | INFO     | genai_evidence | Collecting Evidence Bundle for TransactionID=2987015...
2026-09-17 00:23:51 | INFO     | genai_evidence | Assembled Evidence Bundle (10 items) for Tx=2987015.
2026-09-17 00:23:51 | INFO     | genai_evidence | Collecting Evidence Bundle for TransactionID=2987015...
2026-09-17 00:23:51 | INFO     | genai_evidence | Assembled Evidence Bundle (10 items) for Tx=2987015.
2026-09-17 00:23:51 | INFO     | genai_evidence | Collecting Evidence Bundle for TransactionID=2987015...
2026-09-17 00:23:52 | INFO     | genai_evidence | Assembled Evidence Bundle (10 items) for Tx=2987015.
2026-09-17 00:23:52 | INFO     | genai_evidence | Collecting Evidence Bundle for TransactionID=2987015...
2026-09-17 00:23:52 | INFO     | genai_evidence | Assembled Evidence Bundle (10 items) for Tx=2987015.
2026-09-17 00:23:52 | INFO     | genai_evidence | Collecting Evidence Bundle for TransactionID=2987015...
2026-09-17 00:23:52 | INFO     | genai_evidence | Assembled Evidence Bundle (10 items) for Tx=2987015.
2026-09-17 00:23:54 | INFO     | genai_evidence | Collecting Evidence Bundle for TransactionID=2987015...
2026-09-17 00:23:54 | INFO     | genai_evidence | Assembled Evidence Bundle (7 items) for Tx=2987015.
2026-09-17 00:23:54 | INFO     | genai_evidence | Collecting Evidence Bundle for TransactionID=2987015...
2026-09-17 00:23:54 | INFO     | genai_evidence | Assembled Evidence Bundle (7 items) for Tx=2987015.
2026-09-17 00:23:54 | INFO     | genai_evidence | Collecting Evidence Bundle for TransactionID=2987015...
2026-09-17 00:23:54 | INFO     | genai_evidence | Assembled Evidence Bundle (7 items) for Tx=2987015.
2026-09-17 00:24:17 | INFO     | genai_evidence | Collecting Evidence Bundle for TransactionID=2987015...
2026-09-17 00:24:17 | INFO     | genai_evidence | Assembled Evidence Bundle (10 items) for Tx=2987015.
2026-09-17 00:24:17 | INFO     | genai_evidence | Collecting Evidence Bundle for TransactionID=2987015...
2026-09-17 00:24:18 | INFO     | genai_evidence | Assembled Evidence Bundle (10 items) for Tx=2987015.
2026-09-17 00:24:18 | INFO     | genai_evidence | Collecting Evidence Bundle for TransactionID=2987015...
2026-09-17 00:24:18 | INFO     | genai_evidence | Assembled Evidence Bundle (10 items) for Tx=2987015.
2026-09-17 00:24:18 | INFO     | genai_evidence | Collecting Evidence Bundle for TransactionID=2987015...
2026-09-17 00:24:18 | INFO     | genai_evidence | Assembled Evidence Bundle (10 items) for Tx=2987015.
2026-09-17 00:24:18 | INFO     | genai_evidence | Collecting Evidence Bundle for TransactionID=2987015...
2026-09-17 00:24:18 | INFO     | genai_evidence | Assembled Evidence Bundle (10 items) for Tx=2987015.
2026-09-17 00:24:20 | INFO     | genai_evidence | Collecting Evidence Bundle for TransactionID=2987015...
2026-09-17 00:24:20 | INFO     | genai_evidence | Assembled Evidence Bundle (7 items) for Tx=2987015.
2026-09-17 00:24:20 | INFO     | genai_evidence | Collecting Evidence Bundle for TransactionID=2987015...
2026-09-17 00:24:20 | INFO     | genai_evidence | Assembled Evidence Bundle (7 items) for Tx=2987015.
2026-09-17 00:24:20 | INFO     | genai_evidence | Collecting Evidence Bundle for TransactionID=2987015...
2026-09-17 00:24:20 | INFO     | genai_evidence | Assembled Evidence Bundle (7 items) for Tx=2987015.
2026-09-17 00:25:44 | INFO     | genai_evidence | Collecting Evidence Bundle for TransactionID=2987015...
2026-09-17 00:25:44 | INFO     | genai_evidence | Assembled Evidence Bundle (10 items) for Tx=2987015.
2026-09-17 00:25:44 | INFO     | genai_evidence | Collecting Evidence Bundle for TransactionID=2987015...
2026-09-17 00:25:44 | INFO     | genai_evidence | Assembled Evidence Bundle (10 items) for Tx=2987015.
2026-09-17 00:25:44 | INFO     | genai_evidence | Collecting Evidence Bundle for TransactionID=2987015...
2026-09-17 00:25:44 | INFO     | genai_evidence | Assembled Evidence Bundle (10 items) for Tx=2987015.
2026-09-17 00:25:44 | INFO     | genai_evidence | Collecting Evidence Bundle for TransactionID=2987015...
2026-09-17 00:25:44 | INFO     | genai_evidence | Assembled Evidence Bundle (10 items) for Tx=2987015.
2026-09-17 00:25:44 | INFO     | genai_evidence | Collecting Evidence Bundle for TransactionID=2987015...
2026-09-17 00:25:45 | INFO     | genai_evidence | Assembled Evidence Bundle (10 items) for Tx=2987015.
2026-09-17 00:25:45 | INFO     | genai_evidence | Collecting Evidence Bundle for TransactionID=2987015...
2026-09-17 00:25:45 | INFO     | genai_evidence | Assembled Evidence Bundle (7 items) for Tx=2987015.
2026-09-17 00:25:45 | INFO     | genai_evidence | Collecting Evidence Bundle for TransactionID=2987015...
2026-09-17 00:25:45 | INFO     | genai_evidence | Assembled Evidence Bundle (7 items) for Tx=2987015.
2026-09-17 00:25:45 | INFO     | genai_evidence | Collecting Evidence Bundle for TransactionID=2987015...
2026-09-17 00:25:46 | INFO     | genai_evidence | Assembled Evidence Bundle (7 items) for Tx=2987015.
2026-09-17 00:32:26 | INFO     | genai_evidence | Collecting Evidence Bundle for TransactionID=2987015...
2026-09-17 00:32:26 | INFO     | genai_evidence | Assembled Evidence Bundle (7 items) for Tx=2987015.
2026-09-17 00:32:27 | INFO     | genai_evidence | Collecting Evidence Bundle for TransactionID=2987015...
2026-09-17 00:32:27 | INFO     | genai_evidence | Assembled Evidence Bundle (10 items) for Tx=2987015.
2026-09-17 00:32:42 | INFO     | genai_evidence | Collecting Evidence Bundle for TransactionID=2987015...
2026-09-17 00:32:42 | INFO     | genai_evidence | Assembled Evidence Bundle (7 items) for Tx=2987015.
2026-09-17 00:32:42 | INFO     | genai_evidence | Collecting Evidence Bundle for TransactionID=2987015...
2026-09-17 00:32:42 | INFO     | genai_evidence | Assembled Evidence Bundle (10 items) for Tx=2987015.
2026-09-17 00:32:42 | INFO     | genai_evidence | Collecting Evidence Bundle for TransactionID=2987015...
2026-09-17 00:32:43 | INFO     | genai_evidence | Assembled Evidence Bundle (10 items) for Tx=2987015.
2026-09-17 00:32:43 | INFO     | genai_evidence | Collecting Evidence Bundle for TransactionID=2987015...
2026-09-17 00:32:43 | INFO     | genai_evidence | Assembled Evidence Bundle (10 items) for Tx=2987015.
2026-09-17 00:32:43 | INFO     | genai_evidence | Collecting Evidence Bundle for TransactionID=2987015...
2026-09-17 00:32:43 | INFO     | genai_evidence | Assembled Evidence Bundle (10 items) for Tx=2987015.
2026-09-17 00:32:43 | INFO     | genai_evidence | Collecting Evidence Bundle for TransactionID=2987015...
2026-09-17 00:32:43 | INFO     | genai_evidence | Assembled Evidence Bundle (10 items) for Tx=2987015.
2026-09-17 00:32:43 | INFO     | genai_evidence | Collecting Evidence Bundle for TransactionID=2987015...
2026-09-17 00:32:43 | INFO     | genai_evidence | Assembled Evidence Bundle (10 items) for Tx=2987015.
